Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH,pH_predicho,Error_abs,Error_pct
Urea,g/L,0.5,-0.0043,3.52,3.593619917135496,-0.07361991713549587,2.091474918622042
Urea,g/L,0.5,-0.0042,3.53,3.6201944472357916,-0.09019444723579184,2.555083491098919
Urea,g/L,0.5,-0.004,3.54,3.6759257195032915,-0.13592571950329146,3.8397095904884595
Urea,g/L,0.5,-0.0039,3.55,3.705112425163658,-0.15511242516365797,4.369364089117126
Urea,g/L,0.5,-0.0038,3.56,3.7352000014270286,-0.17520000142702852,4.921348354691812
Urea,g/L,0.5,-0.0036,3.57,3.7981388934419127,-0.22813889344191285,6.39044519445134
Urea,g/L,0.5,-0.0035,3.58,3.8310210459177214,-0.25102104591772134,7.011761059154227
Urea,g/L,0.5,-0.0034,3.59,3.8648657424451227,-0.27486574244512285,7.656427366159411
Urea,g/L,0.5,-0.0032,3.61,3.935505641796099,-0.3255056417960991,9.016776781055377
Urea,g/L,0.5,-0.0031,3.63,3.972332554575101,-0.34233255457510126,9.430648886366425
Urea,g/L,0.5,-0.003,3.65,4.01018543131655,-0.36018543131655045,9.868094008672616
Urea,g/L,0.5,-0.0028,3.67,4.089033697290449,-0.41903369729044915,11.417811915271093
Urea,g/L,0.5,-0.0027,3.68,4.130061669709457,-0.45006166970945705,12.22993667688742
Urea,g/L,0.5,-0.0026,3.7,4.172180772464031,-0.47218077246403123,12.76164249902787
Urea,g/L,0.5,-0.0024,3.72,4.259758736045801,-0.5397587360458007,14.509643442091416
Urea,g/L,0.5,-0.0023,3.74,4.305251053290689,-0.5652510532906891,15.113664526489012
Urea,g/L,0.5,-0.0022,3.75,4.351901413706527,-0.6019014137065266,16.050704365507375
Urea,g/L,0.5,-0.002,3.77,4.44874437757924,-0.6787443775792403,18.003829644011677
Urea,g/L,0.5,-0.0019,3.79,4.498971310684942,-0.7089713106849418,18.706367036541998
Urea,g/L,0.5,-0.0018,3.8,4.550424946259242,-0.7504249462592423,19.74802490155901
Urea,g/L,0.5,-0.0016,3.82,4.657082184804094,-0.8370821848040939,21.91314619906005
Urea,g/L,0.5,-0.0015,3.83,4.712320990654603,-0.8823209906546028,23.03710158367109
Urea,g/L,0.5,-0.0014,3.85,4.768856904733625,-0.9188569047336252,23.86641310996429
Urea,g/L,0.5,-0.0012,3.91,4.885891664029931,-0.9758916640299304,24.958866087722008
Urea,g/L,0.5,-0.0011,3.95,4.946426585358303,-0.9964265853583028,25.22598950274184
Urea,g/L,0.5,-0.001,3.97,5.008330767137369,-1.0383307671373685,26.154427383812806
Urea,g/L,0.5,-0.0008,4.0,5.136320264962563,-1.1363202649625634,28.408006624064086
Urea,g/L,0.5,-0.0007,4.05,5.202442530350916,-1.1524425303509158,28.4553711197757
Urea,g/L,0.5,-0.0005,4.1,5.339035286088873,-1.239035286088873,30.220372831435927
Urea,g/L,0.5,-0.0004,4.19,5.409543380704049,-1.2195433807040486,29.10604727217299
Urea,g/L,0.5,-0.0003,4.33,5.481551204583558,-1.1515512045835576,26.594716041190708
Urea,g/L,0.5,-0.0001,4.62,5.630142449359523,-1.010142449359523,21.864555180942055
Urea,g/L,0.5,0.0,5.62,5.706764347752685,-0.08676434775268493,1.5438496041403011
Urea,g/L,0.5,0.0,5.62,5.706764347752685,-0.08676434775268493,1.5438496041403011
Urea,g/L,0.5,0.0003,7.02,5.946168304164835,1.0738316958351648,15.296747803919727
Urea,g/L,0.5,0.0006,7.57,6.20029283506827,1.3697071649317305,18.09388593040595
Urea,g/L,0.5,0.0009,8.07,6.4696765431764724,1.6003234568235278,19.830526106859082
Urea,g/L,0.5,0.0011,8.3,6.65801298154258,1.6419870184574208,19.78297612599302
Urea,g/L,0.5,0.0014,8.68,6.954049560433721,1.7259504395662786,19.884221653989385
Urea,g/L,0.5,0.0017,8.76,7.26682481537331,1.4931751846266899,17.045378819939383
Urea,g/L,0.5,0.002,8.81,7.596909767780625,1.2130902322193755,13.769469151184738
Urea,g/L,0.5,0.0023,8.87,7.944884280540164,0.9251157194598356,10.429714988273233
Urea,g/L,0.5,0.0026,8.96,8.311337058001637,0.6486629419983636,7.239541763374594
Urea,g/L,0.5,0.0029,9.0,8.696865645979981,0.30313435402001865,3.3681594891113185
